title,subtitle,date,category,link,main_category
Australian radio host pleads not guilty to sex abuse,"Top broadcaster Alan Jones says all charges against him are ""baseless"" or ""distort the truth"". ",2024-12-18,Australia,https://www.bbc.com/news/articles/cp9n4vyjy2mo,Australia
Hazlewood set to miss rest of India series with injury,Australia seamer Josh Hazlewood is set to miss the rest of the Test series against India with a calf injury.,2024-12-17,Australia,https://www.bbc.com/sport/cricket/articles/c2kxzg08nlpo,Australia
Bali Nine drug smugglers 'relieved' to be back in Australia,The five remaining members of the drug ring have spent almost 20 years in Indonesian prisons.,2024-12-16,Australia,https://www.bbc.com/news/articles/cjr2l1gvg3qo,Australia
Yung Filly charged with reckless driving while on bail for rape charges,The YouTuber will appear in court after allegedly driving past a speed camera in Perth at 98mph.,2024-12-13,Australia,https://www.bbc.com/news/articles/c140xed6252o,Australia
Children as young as 10 will face adult jail time in Australian state,Queensland's new laws will see children found guilty of serious crimes given harsher penalties.,2024-12-12,Australia,https://www.bbc.com/news/articles/clyj6dd1zdro,Australia
How Australia is using rugby to curb Chinese influence in Papua New Guinea,Papua New Guinea will join Australia's rugby league in exchange for allegiance on security matters.,2024-12-12,Australia,https://www.bbc.com/news/articles/c62zgemkexdo,Australia
Australia to force tech giants to keep paying for news,"The long-awaited decision follows a standoff with Meta, and succeeds a world-first law from 2021.",2024-12-12,Australia,https://www.bbc.com/news/articles/cy4pvgjklevo,Australia
Australia PM condemns arson incident and anti-Israel graffiti,Police seek two suspects after a car was set ablaze and buildings were vandalised in Sydney.,2024-12-11,Australia,https://www.bbc.com/news/articles/cdxzqrrrv72o,Australia
Champion cyclist pleads guilty over Olympian wife's car death,"Rohan Dennis was driving a car that struck his wife, fellow Olympian Melissa Hoskins, in Australia.",2024-12-10,Australia,https://www.bbc.com/news/articles/c9q74gx39p7o,Australia
"Melbourne synagogue fire 'likely' terror act, police say","Three suspects are being sought over the fire, which injured one person and caused extensive damage.",2024-12-09,Australia,https://www.bbc.com/news/articles/crmn74m1jkpo,Australia
Raygun musical cancelled after viral Olympian's legal threat,Creator Steph Broadbridge says lawyers for Rachael Gunn sent a cease and desist letter.,2024-12-09,Australia,https://www.bbc.com/news/articles/c938l80ekejo,Australia
Worshippers flee arson attack at Melbourne synagogue,"Prime Minister Anthony Albanese has called the fire an antisemitic ""act of hate"".",2024-12-06,Australia,https://www.bbc.com/news/articles/c5ydr228jyko,Australia
Australian suspect in 1977 murders extradited from Italy,"Two women were found stabbed to death in their Melbourne home, in a case which has gripped Australia.",2024-12-03,Australia,https://www.bbc.com/news/articles/cy8y4zxred7o,Australia
Australian police seize $500m of cocaine after boat breaks down,The drugs had an estimated street value of A$760m ($490m; £388m).,2024-12-03,Australia,https://www.bbc.com/news/articles/cn4x78eemmpo,Australia
Venomous snake slithers up driver's leg on Australia motorway,"Police say the woman was ""rattled"" and ""in a state of shock"" when she looked down to find the deadly snake by her feet.",2024-12-01,Australia,https://www.bbc.com/news/articles/c8xpx2dgl94o,Australia
Australia call up uncapped duo after Hazlewood injury,Australia call up uncapped duo Sean Abbott and Brendan Doggett for the second Test against India after seamer Josh Hazlewood is ruled out through injury.,2024-11-30,Australia,https://www.bbc.com/sport/cricket/articles/c8jyj98wml2o,Australia
Childcare worker who abused more than 60 girls jailed for life,Ashley Griffith admitted more than 300 offences committed at childcare centres in Australia and Italy.,2024-11-29,Australia,https://www.bbc.com/news/articles/c4gznvw3wneo,Australia
Australia approves social media ban on under-16s,"The ban aims to reduce ""harms"" on children and will take at least a year to implement, the PM says.",2024-11-29,Australia,https://www.bbc.com/news/articles/c89vjj0lxx9o,Australia
Students safe after school bus catches fire in Australia,The driver and all students were safely evacuated after the bus caught fire during the morning school run.,2024-11-28,Australia,https://www.bbc.com/news/videos/cgej3j49pywo,Australia
Australia call up Webster for second India Test,Australia add uncapped Tasmania all-rounder Beau Webster to their squad for the second Test against India in Adelaide.,2024-11-28,Australia,https://www.bbc.com/sport/cricket/articles/ceqx4nydpy2o,Australia
Officer who Tasered 95-year-old guilty of manslaughter,"Clare Nowland, who had symptoms of dementia, died of her injuries a week after being Tasered in Australia.",2024-11-27,Australia,https://www.bbc.com/news/articles/c5yp7g9r8j5o,Australia
How individual toll of Hughes' death still haunts Australia,How Australia cricket is still affected - and will continue to be so - by the death of Phillip Hughes 10 years ago.,2024-11-26,Australia,https://www.bbc.com/sport/cricket/articles/c9wr4j18kego,Australia
Kayaker's leg amputated in middle of river after 20-hour rescue,"Medics made the ""life or death"" decision with the tourist after multiple attempts to free him from rapids failed.",2024-11-23,Australia,https://www.bbc.com/news/articles/cvg4v74drnmo,Australia
Katy Perry v Katie Perry: Singer wins right to use name in Australia,An Australian appeals court has overturned an earlier ruling that favoured designer Katie Perry.,2024-11-22,Australia,https://www.bbc.com/news/articles/c5y5z4j3y2xo,Australia
Australia wants to ban kids from social media. Will it work?,The government has just tabled laws to block access to under-16s - but the proposal is divisive. ,2024-11-21,Australia,https://www.bbc.com/news/articles/cgl4dyjg57do,Australia
Uncertainty after Australia foreign students bill hits opposition,"Universities had already begun making changes, as the controversial bill was expected to easily pass.",2024-11-21,Australia,https://www.bbc.com/news/articles/c4gz84jy9ypo,Australia
Australian senator censured for heckling King,"Lidia Thorpe has been rebuked by the Senate for yelling ""not my King"" during a protest last month.",2024-11-18,Australia,https://www.bbc.com/news/articles/cz0memjm3jro,Australia
Top radio host charged with sexually abusing eight people,Veteran broadcaster and former Wallabies coach Alan Jones was arrested on Monday.,2024-11-18,Australia,https://www.bbc.com/news/articles/cx27v4v1l5wo,Australia
Aussie legend Bradman's baggy green cap to be sold,An Australia cap belonging to legendary batter Sir Donald Bradman will be sold as at auction in Sydney on 3 December.,2024-11-16,Australia,https://www.bbc.com/sport/cricket/articles/cn4v23e3kgjo,Australia
"Bondi attacker stabbed 16 in three minutes, inquiry told","In just three minutes six people were killed and 10 more injured, a probe into the Bondi stabbing has found.",2024-11-12,Australia,https://www.bbc.com/news/articles/clyvkxdxprlo,Australia
Jamie Oliver pulls 'offensive' children's book from sale,The 400-page fantasy novel is accused of stereotyping Indigenous Australians.,2024-11-11,Australia,https://www.bbc.com/news/articles/cg4l3yz76neo,Australia
Australian soldier awarded Victoria Cross for Vietnam bravery,Richard Norden ran into enemy fire to reach a wounded soldier and retrieve the body of another while in Vietnam.,2024-11-11,Australia,https://www.bbc.com/news/articles/c5yx9j94z5ro,Australia
"'Adult crime, adult time': Row as Australian territory locks up 10-year-olds again","Most children jailed in the Northern Territory are Aboriginal, and the new government is reducing the age that can happen.",2024-11-09,Australia,https://www.bbc.com/news/articles/c170n974091o,Australia
"Faeces, drugs and oil: Mystery of Sydney's 'tar' balls solved",Beaches including Bondi were closed for days and a clean-up ordered after thousands of black deposits started appearing.,2024-11-07,Australia,https://www.bbc.com/news/articles/c5yr08xnxw8o,Australia
Australia plans social media ban for under-16s,"The government says it wants to mitigate the ""harm"" social media is inflicting on children.",2024-11-07,Australia,https://www.bbc.com/news/articles/c4gzd62g1r3o,Australia
Raygun retires from breaking after Olympic backlash,Rachael Gunn said the level of scrutiny around her performance made it difficult to keep competing.,2024-11-07,Australia,https://www.bbc.com/news/articles/cn9xyqgrlz9o,Australia
World's largest crocodile in captivity dies,The huge saltwater crocodile Cassius was nearly 5.5m (18ft) long and lived in Australia.,2024-11-02,Australia,https://www.bbc.com/news/articles/clyvzyyd6l7o,Australia
"Monkeys will never type Shakespeare, study finds","Australian researchers have poked holes in an old thought-experiment known as the ""infinite monkey theorem"".",2024-11-01,Australia,https://www.bbc.com/news/articles/c748kmvwyv9o,Australia
Radiohead's Thom Yorke calls out heckler over Gaza protest,Radiohead's Thom Yorke responds to a heckler shouting about Gaza.,2024-10-31,Australia,https://www.bbc.com/news/videos/c5ypv0vjz4zo,Australia
Radiohead singer confronts Gaza protester at Australian gig,Thom Yorke hit back at the fan after he heckled the singer over death numbers in Gaza during a performance in Melborne.,2024-10-31,Australia,https://www.bbc.com/news/articles/c5yrv2zyd22o,Australia
"Police recover more than 40,000 stolen Bluey coins",Sixty-three thousand of the limited edition coins were reported stolen in July.,2024-10-30,Australia,https://www.bbc.com/news/articles/c80l5rn4ge9o,Australia
Australia's Wade retires from international cricket,Australian wicketkeeper-batter Matthew Wade announces retirement from international cricket and takes up coaching role.,2024-10-29,Australia,https://www.bbc.com/sport/cricket/articles/c1dp36x06v4o,Australia
Australian PM accused of seeking upgrades from Qantas boss,"Albanese has said he followed the rules and was ""completely transparent"" with all disclosures. ",2024-10-29,Australia,https://www.bbc.com/news/articles/c1mlr7m7k27o,Australia
Missing woman found with snake bite after six days in mountains ,Lovisa Sjoberg disappeared after driving into the mountains to take photographs.,2024-10-28,Australia,https://www.bbc.com/news/articles/cvgxxrj89j1o,Australia
‘Not my King’ protest row highlights Australian divisions,An Aboriginal senator's heckling of the King ignites debate about how to best address inequality in Australia.,2024-10-27,Australia,https://www.bbc.com/news/articles/cje3eqe8kvno,Australia
Warner's leadership ban lifted by Cricket Australia,"David Warner's lifetime leadership ban is lifted by Cricket Australia, leaving him free to captain in domestic cricket.",2024-10-25,Australia,https://www.bbc.com/sport/cricket/articles/c2e7krwnp11o,Australia
Warner offers to end Test retirement to face India,Former Australia opener David Warner says he is available to come out of Test retirement for the upcoming series against India.,2024-10-23,Australia,https://www.bbc.com/sport/cricket/articles/c0lwl2y8g97o,Australia
King's Australia visit ends on positive note,King Charles and Queen Camilla drew a warm reception from the crowds in Sydney's sunshine.,2024-10-22,Australia,https://www.bbc.com/news/articles/cly6y951yzgo,Australia
"Australian teen: Oh my God, I just talked to the Queen","An Australian says ""you can't get any better than that"" after meeting King Charles and Queen Camilla in Sydney.",2024-10-22,Australia,https://www.bbc.com/news/videos/cm2824l6m8jo,Australia
Woman reaching for phone gets stuck  upside down in boulders,"The woman spent seven hours upside down between the boulders, with only her feet visible to rescuers.",2024-10-22,Australia,https://www.bbc.com/news/articles/cgeyezggpezo,Australia
Aboriginal protester arrested during King's Sydney tour,The man was arrested for yelling slogans echoing those an Australian senator aimed at the King on Monday.,2024-10-22,Australia,https://www.bbc.com/news/articles/c79n9l0p3x8o,Australia
'He is a King of thieves': Aboriginal protester arrested in Sydney,BBC footage shows the protester shouting to crowds waiting to see King Charles outside of the Sydney Opera House.,2024-10-22,Australia,https://www.bbc.com/news/videos/cevyvzv7vwgo,Australia
Violent image of King deleted as heckling row grows,"Some Indigenous leaders criticise a senator who heckled the King, as she removes a violent image posted online.",2024-10-22,Australia,https://www.bbc.com/news/articles/c62g29npx6ro,Australia
The King and the protester: The challenges of a royal tour,An Indigenous senator's protest is a reminder of the historical baggage that royal tours can bring.,2024-10-22,Australia,https://www.bbc.com/news/articles/ckgvg7we49ro,Australia
Indigenous Australian senator defends heckling King,Senator interrupts ceremony in Australian capital city of Canberra on the second official day of royal engagements.,2024-10-22,Australia,https://www.bbc.com/news/articles/c79n20r750po,Australia
Why an Australian senator heckled King Charles,"Lidia Thorpe explained why she heckled the monarch to the BBC's Katy Watson, on his second day of engagements.",2024-10-22,Australia,https://www.bbc.com/news/articles/cx2k2de0x9po,Australia
Moment King Charles is heckled by Australian politician,"The woman shouted ""you are not our King"" and ""this is not your land"" before being escorted out.",2024-10-21,Australia,https://www.bbc.com/news/videos/cg565876rj1o,Australia
King Charles begins Australia tour with church service,"King Charles and Queen Camilla are on a six-day tour of Australia, their first since the King ascended to the throne.",2024-10-20,Australia,https://www.bbc.com/news/articles/c89lzznx0qpo,Australia
Sydney reopens beaches after tar ball mystery,They were closed earlier this week after thousands of mysterious black tar-like balls washed ashore.,2024-10-19,Australia,https://www.bbc.com/news/articles/cly5067p6p1o,Australia
King and Queen greeted by light show on Australia tour,The visit to Australia is the biggest international trip by the King since his cancer diagnosis.,2024-10-18,Australia,https://www.bbc.com/news/articles/c4g917rnk39o,Australia
What do Australians think of the King's visit?,The BBC asks Australians about the King's visit this week and local feelings about the monarchy.,2024-10-18,Australia,https://www.bbc.com/news/videos/ce8drnx7x95o,Australia
Australian territory resumes jailing 10-year-olds,"The Northern Territory argues the move will ultimately protect children - despite doctors, rights activists and Indigenous groups disputing that logic.",2024-10-18,Australia,https://www.bbc.com/news/articles/cpqz8gyp500o,Australia
King of Australia's royal tour nearly didn't happen,"Eight months after his cancer diagnosis was revealed, this royal tour is important for Charles - and the monarchy.",2024-10-18,Australia,https://www.bbc.com/news/articles/c93y2r75ky7o,Australia
Australia weighs its future ahead of royal visit,"When King Charles touches down in Australia, what kind of welcome can he expect?",2024-10-17,Australia,https://www.bbc.com/news/articles/cly3e3yxw4vo,Australia
Australia PM faces backlash over new A$4.3m beach pad,The purchase comes months out from an election in which the cost of living and housing are key issues.,2024-10-16,Australia,https://www.bbc.com/news/articles/cwylmz1mx3vo,Australia
King's Australia visit in 'insult' row over reception,"Monarchists in Australia accuse state premiers of ""insulting"" King Charles by not attending a reception.",2024-10-14,Australia,https://www.bbc.com/news/articles/cg563r671zpo,Australia
Activists welcome King's visit with 'farewell tour' merch,"Satirical posters, T-shirts and beer coasters urge Australians to ""wave goodbye to royal reign"".",2024-10-14,Australia,https://www.bbc.com/news/articles/cn0evznvvvko,Australia
King says a republic is up to Australian  people,"Ahead of a royal visit, King Charles says it is up to the Australian people to decide if they want to be a republic.",2024-10-12,Australia,https://www.bbc.com/news/articles/cy4d22yl9kpo,Australia
Australian woman's arm bitten off in dog attack,"The woman was rushed to hospital with ""life-threatening injuries"" and the dog shot dead at the scene.",2024-10-11,Australia,https://www.bbc.com/news/articles/cj9jpl8l1emo,Australia
Australian PM apologises for Tourette's syndrome taunt,"The comment has angered disability advocates and been labelled ""ableist"" and ""despicable"".",2024-10-09,Australia,https://www.bbc.com/news/articles/c93yw6r440vo,Australia
Tool promised to help non-verbal people - but did it manipulate them instead?,Experts say a tool supposedly helping nonverbal people speak is prompting false criminal allegations.,2024-10-06,Australia,https://www.bbc.com/news/articles/czj94xwwkkzo,Australia
Australian guilty of assault for cable-tying kids,Images of Matej Radelic restraining the three distressed children made global headlines in March.,2024-10-04,Australia,https://www.bbc.com/news/articles/cz04xy4eydlo,Australia
How a stale A$17.50 cookie sparked a social media storm,The doughy drama has left foodies and influencers scratching their heads in Australia.,2024-10-04,Australia,https://www.bbc.com/news/articles/cvglmr40lzlo,Australia
How shy Aussie kid Ricciardo became F1's golden boy,Daniel Ricciardo leaves F1 as one of its most successful and popular drivers and a legend of Australian sport.,2024-10-04,Australia,https://www.bbc.com/news/articles/cx25xjkpr8jo,Australia
'What an over' - Livingstone hits Starc for 28,"Watch as Liam Livingstone hits Mitchell Starc for 28 off the final over of England's innings as he finishes 62 not out off 27, and sees the hosts post 312-5 during the fourth ODI at Lord's. ",2024-09-28,Australia,https://www.bbc.com/sport/cricket/videos/c148enl8kjpo,Australia
Judge says controversial women-only art exhibit is legal,A Tasmanian court has overturned an anti-discrimination ruling that shut down the Ladies Lounge.,2024-09-27,Australia,https://www.bbc.com/news/articles/cvglvy6gn54o,Australia
Australia's lithium mining boom hit by sagging prices,"Some producers have halted operations, while others are increasing production, hopeful of an upturn.",2024-09-26,Australia,https://www.bbc.com/news/articles/cp8mvmmpmvro,Australia
Paedophile swimming coach dies after conviction,Dick Caine was recently found guilty of sexually assaulting six female students in the 1970s and 1980s.,2024-09-25,Australia,https://www.bbc.com/news/articles/cvg3qmj2pz5o,Australia
Meet Pesto: The fat baby penguin and viral superstar,The obscenely fluffy nine-month-old chick weighs more than both of his foster parents combined.  ,2024-09-24,Australia,https://www.bbc.com/news/articles/cp3w4nld5e3o,Australia
Australia supermarkets sued over fake discount claims,The cost of living crisis has put the grocery chains under increasing scrutiny in the past year.,2024-09-23,Australia,https://www.bbc.com/news/articles/cd982y85wg1o,Australia
Australia's Arnold resigns as 'best for the nation',"Australia head coach Graham Arnold resigns and says it is the ""best for the nation"" after a poor start to their 2026 World Cup qualifying campaign.",2024-09-20,Australia,https://www.bbc.com/sport/football/articles/c206e49yzp1o,Australia
Ponting appointed Punjab Kings coach in IPL,Former Australia captain Ricky Ponting is appointed head coach of Punjab Kings after leaving fellow Indian Premier League side Delhi Capitals.,2024-09-18,Australia,https://www.bbc.com/sport/cricket/articles/cx247kq2kk1o,Australia
Couple accused of murdering teen to steal baby acquitted,Robert and Anne Geeves were accused of killing an intellectually disabled teen to steal her baby.,2024-09-16,Australia,https://www.bbc.com/news/articles/c1l44j5jzzyo,Australia
Ant & Dec helped reunite me with my Aussie family,Tina flies to Melbourne to meet her four siblings for the first time and it is captured on film.,2024-09-15,Australia,https://www.bbc.com/news/videos/cly59ejpe3go,Australia
"A stolen skull, a severed statue and an Australian city divided",Hobart is grappling with the legacy of a surgeon who allegedly mutilated an Aboriginal man's remains.,2024-09-15,Australia,https://www.bbc.com/news/articles/czx63pn0yp0o,Australia
Australia strips officers' medals for war crimes culture,"Senior commanders within the defence force are accused of overseeing an unchecked ""warrior culture"".",2024-09-12,Australia,https://www.bbc.com/news/articles/c87g7gpggjgo,Australia
Anti-war protesters clash with Melbourne police,Both sides are accusing the other of using extreme levels of violence at the protest. ,2024-09-11,Australia,https://www.bbc.com/news/articles/cqjl5pdd97wo,Australia
Dozens arrested after clashes at Melbourne anti-war protest,"Police said officers were targeted by demonstrators throwing rocks, manure and bottles containing acid. ",2024-09-11,Australia,https://www.bbc.com/news/articles/cly35g91712o,Australia
Driver jailed over deadly Australian wedding bus crash,"Brett Button has been sentenced to 32 years in prison over the tragedy, which shocked Australia.",2024-09-11,Australia,https://www.bbc.com/news/articles/clygey9xyvmo,Australia
An energy efficient home - why is it so difficult?,It can be hard to find good advice on how to make homes more energy efficient.,2024-11-11,Business,https://www.bbc.com/news/articles/cqxwjwqw3xdo,Business
Up close with the 300 tonne driverless trucks,Big mining firms are switching to driverless trucks and other autonomous equipment.,2024-11-07,Business,https://www.bbc.com/news/articles/cgej7gzg8l0o,Business
The green software that could make big carbon savings,Greener software could make devices last longer and use less electricity.,2024-10-25,Business,https://www.bbc.com/news/articles/c8j7md2kj8vo,Business
Will AI make work burnout worse?,"As more AI tools are rolled out, some argue they are contributing to employee burnout.",2024-10-23,Business,https://www.bbc.com/news/articles/c93pz1dz2kxo,Business
Why colouring clothes has a big environmental impact,Start-up firms are looking for ways to dye clothes using less water and heat.,2024-11-05,Asia,https://www.bbc.com/news/articles/c870j92p82wo,Business
The house paints that promise much more than colour,"Paints now promise to make your house cooler, warmer, or simply peel off.",2024-11-01,Business,https://www.bbc.com/news/articles/ce817156p34o,Business
Can AI make life easier for people with dementia?,AI projects are underway to help ease the challenges of dementia.,2024-10-29,Technology,https://www.bbc.com/news/articles/cqxj700pxpdo,Business
'It's our moonshot': Why scientists are drilling into volcanos,In Iceland scientists plan to drill down to magma to understand it and use it for energy production.,2024-10-18,Europe,https://www.bbc.com/news/articles/c1e8q4j1yygo,Business
Why there's a rush of African satellite launches,Falling launch costs have given African nations a chance to send their own satellites into orbit.,2024-10-15,Africa,https://www.bbc.com/news/articles/c4gvnym0j0xo,Business
Meet the team paid to break into top-secret bases,Hear from the team who test security by breaking into secure facilities.,2024-10-11,Technology,https://www.bbc.com/news/articles/c8el64yyppro,Business
Could you switch careers into cyber-security?,"From ex-policemen to former physicists, cyber-security firms search outside the industry for staff.",2024-10-08,Business,https://www.bbc.com/news/articles/c1m0ylerjevo,Business
Airlines look to cut time spent on the tarmac,Airlines are hoping to cut waiting times by using AI to allocate gates at airports.,2024-10-04,Business,https://www.bbc.com/news/articles/c80e54yjzdmo,Business
Worker shortage hampers datacentre boom,Despite offering high pay companies that build datacentres are struggling to find skilled staff.,2024-10-01,Technology,https://www.bbc.com/news/articles/c24pvm8ly18o,Business
How pen and paper comes to the rescue in an IT crisis,Firms are advised to practise operating with pens and paper in case of a computer meltdown.,2024-09-27,Business,https://www.bbc.com/news/articles/ce9zx22ley8o,Business
Tigers and crocs make mangrove preservation tough work,To help preserve mangrove forests researchers have to take on demanding field work.,2024-09-24,Asia,https://www.bbc.com/news/articles/crrldyvqe4xo,Business
Would you let AI plan your next holiday?,"Artificial intelligence is being developed to help organise holidays, but is it any good?",2024-09-20,Business,https://www.bbc.com/news/articles/cwy3qp15x73o,Business
Publishers try skinnier books to save money and emissions,Subtle changes to the font can make books much slimmer and lighter - saving money and CO2 emissions.,2024-09-17,Business,https://www.bbc.com/news/articles/c24pqrvvll9o,Business
Sweden's heavy goods trucks are going electric,"Find out how Sweden, one of the world's biggest truck manufacturers, is trying to make the switch to electric.",2024-10-12,Technology of Business,https://www.bbc.com/reel/video/p0jws5bb/sweden-s-heavy-goods-trucks-are-going-electric,Business
Meet the team paid to break into top-secret bases,Hear from the team who test security by breaking into secure military facilities.,2024-10-11,Technology,https://www.bbc.com/news/articles/c8el64yyppro,Business
Rare insights from inside a hurricane's eye,"The centre of a hurricane is the focus of its power. But for scientists and early-responders, it can also offer life-saving opportunities.",2024-10-10,Future,https://www.bbc.com/future/article/20240911-the-scientists-and-chasers-seeking-insights-inside-the-eye-of-the-most-powerful-storms,Business
Could you switch careers into cyber-security?,Cyber-security includes a range of roles that all aim to protect organisations and their technology from cyber-attacks.,2024-10-08,Business,https://www.bbc.com/news/articles/c1m0ylerjevo,Business
Call for home solar panels instead of solar farms,"Viewer says it is ""madness"" to build solar farms when new homes did not have panels installed.",2024-10-06,Suffolk,https://www.bbc.com/news/articles/cy430qpez81o,Business
Will sustainable aviation fuels take off?,"Sustainable aviation fuels work, but can they be made in sufficient quantity to replace fossil fuels?",2024-09-20,Business,https://www.bbc.com/news/articles/cg64pwxzln4o,Business
New beanless 'coffee' emerges but does it taste any good?,Start-ups launch drinks that look and taste like coffee but they say are better for the environment.,2024-09-13,Business,https://www.bbc.com/news/articles/c4gv0rvx0dvo,Business
Could powerful lasers unlock cheap fusion power?,A Denver-based start-up plans to use powerful lasers to spark a fusion reactor.,2024-09-10,Business,https://www.bbc.com/news/articles/cml2pyvmw9ro,Business
Crash dummies and robot arms: How airline seats are tested,Building hi-tech airline seats has become a huge business in Northern Ireland.,2024-09-06,Northern Ireland,https://www.bbc.com/news/articles/c74l9p2x3dxo,Business
Young workers drive South Africa's video games industry,"South Africa has a small but thriving video games industry, helped by plenty of young workers.",2024-09-03,Africa,https://www.bbc.com/news/articles/c6ppjq0zz1go,Business
Have Swiss scientists made a chocolate breakthrough?,"The whole of the cocoa fruit is used in production, rather than just the beans.",2024-08-27,Business,https://www.bbc.com/news/articles/cn47zg3xgxxo,Business
When vets are scarce what can farmers do?,In Vietnam farmers are being encouraged to track the use of antibiotics and monitor disease.,2024-08-23,Asia,https://www.bbc.com/news/articles/ce58nvdg327o,Business
The mind-bending mirrors behind advanced technology,"Huge, tiny or incredibly flat, advanced mirrors are essential to high-tech machines.",2024-08-20,Business,https://www.bbc.com/news/articles/cd1646ewzleo,Business
Is this the end for the magnetic stripe?,"Once common on tickets and card keys, the magnetic stripe is being phased out.",2024-08-16,Business,https://www.bbc.com/news/articles/c51yd4j4lnvo,Business
The 'superfood' taking over fields in northern India,New farming techniques have seen a rapid expansion of makhana or fox nuts in northern India.,2024-08-13,Asia,https://www.bbc.com/news/articles/crge77e9j19o,Business
Is carbon capture an efficient way to tackle CO2?,In Iceland a new plant is capturing and storing CO2 directly from the atmosphere.,2024-08-06,Business,https://www.bbc.com/news/articles/clmydee2grno,Business
What's behind the global self-storage boom?,"Rising rents, e-commerce and available property are contributing to a boom in self-storage.",2024-07-26,US & Canada,https://www.bbc.com/news/articles/c722xdddl4po,Business
What makes an athletics track fast?,The makers of athletics tracks are tweaking their surfaces to make them faster.,2024-07-23,Business,https://www.bbc.com/news/articles/crg4d5vn0n0o,Business
What will future aerial dogfights look like?,AI with dogfighting ability is being developed by the UK and US air forces.,2024-07-19,Technology,https://www.bbc.com/news/articles/c3g3413p1gxo,Business
How AI is fuelling uncertainty for game developers,In a struggling games industry AI has been hailed as a possible saviour. But not everyone's convinced.,2024-07-16,Business,https://www.bbc.com/news/articles/cl44mv0jnv5o,Business
Why both businesses and scammers love India's payment system,"Fast and free, India's UPI payments system has been a big success, but has attracted scammers.",2024-07-12,Asia,https://www.bbc.com/news/articles/c288m1km01po,Business
Is AI the answer for better government services?,Governments are experimenting with AI chatbots that can give help and advice.,2024-07-09,Business,https://www.bbc.com/news/articles/cmllxl89jlwo,Business
Could the 'flying piano' help transform air cargo?,A Texas start-up is developing cargo gliders that would be towed behind a jet.,2024-07-05,Business,https://www.bbc.com/news/articles/c0kk4lxe702o,Business
The fastest data in the world,Researchers are seeing how fast data can be delivered amid rising demand for bandwidth.,2024-07-02,Business,https://www.bbc.com/news/articles/clkkllxm4jzo,Business
Are rainy days ahead for cloud computing?,"Outsourcing computing to the cloud is a huge business, but some firms have said it's not for them.",2024-06-28,Business,https://www.bbc.com/news/articles/cd114lllyp6o,Business
The screen tech that can do almost anything,New technology promises TV and phone screens that use much less electricity than current models.,2024-06-25,Business,https://www.bbc.com/news/articles/c4nn6z6z4ypo,Business
Could brain-like computers be a 'competition killer'?,Computers built like brains could be much more energy efficient than current designs.,2024-06-18,Business,https://www.bbc.com/news/articles/cx99qv2w1ddo,Business
The battle for Gen Z social shoppers,"If TikTok is banned in the US, where might its social shoppers go?",2024-06-14,Technology,https://www.bbc.com/news/articles/c511p8gdn21o,Business
'Insane' amounts of data spurs new storage tech,Storing information with holograms and in glass is being proposed to deal with a deluge of data.,2024-06-12,Business,https://www.bbc.com/news/articles/cd116m3jyn1o,Business
Can 'energy hog' hot tubs be greener?,"Hot tubs are becoming a standard feature at holiday parks, but can they be made more energy efficient?",2024-06-04,Business,https://www.bbc.com/news/articles/cqllvze3204o,Business
Why France's start-up champion has struggled abroad,"Its appointment booking software is everywhere in France, but Doctolib has struggled to make a dent elsewhere.",2024-05-31,Europe,https://www.bbc.com/news/articles/cyx6xv95n23o,Business
Why technology has not transformed building,New technology has yet to transform homebuilding which is still largely a manual task.,2024-05-24,Business,https://www.bbc.com/news/articles/c8vzzjqyz5qo,Business
Electricity grids creak as AI demands soar,"Data centre electricity demand is forecast to double in four years, putting energy grids under pressure.",2024-05-21,Business,https://www.bbc.com/news/articles/cj5ll89dy2mo,Business
Business locked in expensive AI 'arms race',Business leaders feel pressure to invest in AI but the costs are formidable.,2024-05-17,Business,https://www.bbc.com/news/articles/cx7dx48ev91o,Business
Cow dung's key role in India's energy industry,"India is hoping that biogas, produced from farm waste, will curb its reliance on imported gas.",2024-05-14,Asia,https://www.bbc.com/news/articles/c254ggrry45o,Business
How crops are being disaster-proofed,Scientists are creating hardier crops by cross-breeding wild varities and tweaking crop genes.,2024-05-11,Africa,https://www.bbc.com/news/articles/c99z7wwq1lgo,Business
Inside the growing business of pet cloning,"Two decades after Dolly the sheep, cloning technology has moved on so much that you can now clone your pets.",2024-05-07,Technology of Business,https://www.bbc.com/reel/video/p0hw7632/inside-the-growing-business-of-pet-cloning,Business
How quantum physics could 'revolutionise everything',"From unhackable communication networks to powerful computers, quantum technology promises huge advances.",2024-05-07,Business,https://www.bbc.com/news/business-68880569,Business
Migrants hit by high fees to send money home,"Sending money across borders, particularly in Africa, can still be expensive.",2024-04-30,Business,https://www.bbc.com/news/business-68817110,Business
Why green steam is a hot issue for business,"Steam is still needed in many industries, but much of it is still made with fossil fuels.",2024-04-26,Business,https://www.bbc.com/news/business-68687140,Business
How robots are taking over warehouse work,At Ocado's newest warehouse robotic arms are helping to pack customer orders.,2024-04-23,Business,https://www.bbc.com/news/business-68639533,Business
Watch Ocado robots in action,Ocado has added robotic arms to its newest warehouse near Luton.,2024-04-23,Business,https://www.bbc.com/news/business-68682920,Business
Why a deluge of Chinese-made drugs is hard to curb,Thousands of Chinese companies are making synthetic opioids and shipping them around the world.,2024-04-19,Business,https://www.bbc.com/news/business-68669244,Business
