title,subtitle,date,category,link,main_category
"Deadly Israeli strike targeted 'spotter' on Beit Lahia building's roof, official says","Tuesday's Israeli strike left 93 Palestinians dead or missing, local health officials said. The US described it as ""horrifying"".",2024-10-31,Middle East,https://www.bbc.com/news/articles/c6247nwz73do,Middle East
Tensions rise in Beirut after influx of displaced people,An influx of refugees fleeing Israeli strikes risks exacerbating sectarian divisions in the Lebanese capital.,2024-10-30,Middle East,https://www.bbc.com/news/articles/c99rx89znmlo,Middle East
US calls deadly Israeli air strike 'horrifying',"At least 93 are dead or missing after an Israeli air strike in Gaza, the Hamas-run health ministry says.",2024-10-30,Middle East,https://www.bbc.com/news/articles/clydngkv3xko,Middle East
What is Unrwa and why has Israel banned it?,"The agency provides aid for Palestinians in Gaza and elsewhere, and has long been criticised by Israel.",2024-10-30,Middle East,https://www.bbc.com/news/articles/c8jy9v43z89o,Middle East
'Unrwa means everything to us': Gazans fear aid collapse ,People in war-torn Gaza are already struggling with a deep humanitarian crisis but now they fear it will get much more difficult.,2024-10-30,Middle East,https://www.bbc.com/news/articles/cr4lryx7304o,Middle East
Hezbollah announces Naim Qassem as new leader,Hezbollah's leader Hassan Nasrallah and heir apparent Hashem Safieddine were killed in recent weeks.,2024-10-29,Middle East,https://www.bbc.com/news/articles/c89vx50g4l5o,Middle East
Lebanon says 60 killed in Israel strikes on eastern valley,"The Lebanese health ministry said 58 were wounded in the Bekaa Valley, with rescue efforts under way.",2024-10-29,Middle East,https://www.bbc.com/news/articles/ce8ye05pyjvo,Middle East
What satellite images reveal about Israel's strikes on Iran,BBC Verify has analysed satellite imagery from Iran to assess damage from Israeli air strikes.,2024-10-29,Middle East,https://www.bbc.com/news/articles/cy7dkgz71x6o,Middle East
Gaza aid fears as Israel bans UN Palestinian refugee agency,Israel passes two laws which Western governments fear could have devastating consequences for civilians in the Gaza Strip.,2024-10-29,Middle East,https://www.bbc.com/news/articles/c4gp2ejzpxeo,Middle East
One medic left at Gaza hospital as Israel says it arrested 100 ‘terrorists’,"Only one doctor remains at Kamal Adwan Hospital after a days-long Israeli raid, the Hamas-run health ministry says.",2024-10-29,Middle East,https://www.bbc.com/news/articles/c245n75587vo,Middle East
What we know about Israel’s attack on Iran,The series of air strikes are reported to have hit missile sites and air defence systems.,2024-10-28,Middle East,https://www.bbc.com/news/articles/cgr0yvrx4qpo,Middle East
Iran leader says Israeli attack should not be 'exaggerated or downplayed',Ayatollah Ali Khamenei refrained from pledging immediate retaliation while President Masoud Pezeshkian said Tehran did not seek war.,2024-10-28,Middle East,https://www.bbc.com/news/articles/ced99eznje9o,Middle East
"One dead, dozens injured after truck hits Israel bus stop",Many of the injured were reportedly pensioners on a day trip to a nearby museum.,2024-10-27,Middle East,https://www.bbc.com/news/articles/cdj33rwlyepo,Middle East
BBC correspondent: I fled Gaza but I'm overwhelmed by guilt about family still there,The BBC's Gaza correspondent is among the Palestinians who have fled their home since the war began.,2024-10-27,Middle East,https://www.bbc.com/news/articles/c04pvn6gg52o,Middle East
"Israeli strikes on Iran kill four soldiers, Iran says","The IDF says it struck military sites in ""precise and targeted"" strikes early on Saturday.",2024-10-27,Middle East,https://www.bbc.com/news/articles/c5yr5ek4r8ro,Middle East
Why has Israel attacked Iran?,"Israel has carried out its first ever air strike on Iran, following weeks of speculation.",2024-10-27,Middle East,https://www.bbc.com/news/world-middle-east-68811276,Middle East
Iran faces hard choices between risks of escalation or looking weak,International editor Jeremy Bowen examines what Iran's response might be to Israel's latest attack. ,2024-10-27,Middle East,https://www.bbc.com/news/articles/cm2742rynqgo,Middle East
Strikes on Tehran another big escalation - Jeremy Bowen,"Israel has launched air strikes on Iran, with blasts heard in the capital Tehran.",2024-10-26,Middle East,https://www.bbc.com/news/videos/cd7nx1yvd79o,Middle East
Watch: Projectiles seen in sky over Tehran,"Israel says it has conducted ""precise strikes on military targets"" in Iran.",2024-10-26,Middle East,https://www.bbc.com/news/videos/cjw0d5l5x16o,Middle East
Strikes on Iran suggest Israel may have heeded US warnings,Scant information about the strikes indicate Israel could have reined in some of its more ambitious plans to cause Iran pain.,2024-10-26,Middle East,https://www.bbc.com/news/articles/c704w7d3997o,Middle East
Lebanese father describes moment Israeli missile left toddler with third-degree burns,Two-year-old Ivana's family were about to flee their home in southern Lebanon when the strike hit.,2024-10-26,Middle East,https://www.bbc.com/news/articles/ckgvnyevmr5o,Middle East
Israeli military announces strikes in Iran,"Rear Adm Daniel Hagari says the strikes are in response to Iran ""relentlessly attacking"" Israel.",2024-10-26,Middle East,https://www.bbc.com/news/videos/c5y53wn50npo,Middle East
Gaza’s only concert grand piano becomes image of hope,"An instrument spotted still intact in a burned Gaza music school has become a talisman for local musicians.
",2024-10-26,Middle East,https://www.bbc.com/news/articles/ce8151n1elno,Middle East
"Gaza war's 'darkest moment' unfolding in north, UN says","Volker Türk has called on world leaders to act, saying states had a duty to ensure respect for international humanitarian law.",2024-10-26,Middle East,https://www.bbc.com/news/articles/cz0m4xlg093o,Middle East
"Israeli strikes kill 38 in south Gaza, health ministry says",Rescue workers say nine children from one family were among those killed on the outskirts of Khan Younis.,2024-10-26,Middle East,https://www.bbc.com/news/articles/cq8vx77yz34o,Middle East
Three Lebanese journalists killed in Israeli strike,Israel is accused of targeting a compound housing journalists in southern Lebanon. ,2024-10-26,Middle East,https://www.bbc.com/news/articles/cpvz2rzm4k0o,Middle East
Gaza ceasefire talks to resume in coming days,The US believes the death of Hamas leader Yahya Sinwar may open the door to an agreement. ,2024-10-25,Middle East,https://www.bbc.com/news/articles/cvg742e3rexo,Middle East
Lebanon: 'Whole neighbourhood wiped out' in Israel air strike,"Fouad Hassan, who lost family in the attack on south Beirut’s Jnah neighbourhood, describes how buildings were brought down on residents with no warning.",2024-10-25,Middle East,https://www.bbc.com/news/articles/crr9l4l0xx4o,Middle East
Gaza nurse who filmed moments after Israeli strike describes chaos and grief,"In the video, a paramedic runs panic-stricken between dead and dying civilians in the immediate aftermath of the strike. ",2024-10-25,Middle East,https://www.bbc.com/news/articles/ce891r9pd48o,Middle East
Lebanon: Satellite imagery reveals intensity of Israeli bombing,"Israel damaged more buildings in two weeks than in a year of fighting with Hezbollah, data shows.",2024-10-25,Middle East,https://www.bbc.com/news/articles/cvgx3zjvjg3o,Middle East
"Israel strike on Gaza school-turned-shelter kills 17, hospital says",Israel says it targeted a Hamas command centre in the Nuseirat refugee camp when it hit Al-Shuhada school.,2024-10-25,Middle East,https://www.bbc.com/news/articles/ce3y1r24992o,Middle East
ITV edits out pro-Palestinian symbol on Big Brother,ITVX re-uploaded Tuesday's episode after removing a watermelon symbol on a contestant's T-shirt.,2024-10-24,Middle East,https://www.bbc.com/news/articles/cd9nd5ln2xno,Middle East
Dust tornado and lightning captured on camera in UAE,Drivers near the city of Sharjah stopped their cars to watch the spiralling spectacle.,2024-10-24,Middle East,https://www.bbc.com/news/videos/cze35x0n2glo,Middle East
Lebanon local official says 19 killed in Israeli strike on family's home,"Women and children were among the dead following Tuesday's strike in Teffahta, a local official says.",2024-10-24,Middle East,https://www.bbc.com/news/articles/cdxy621qn4eo,Middle East
"IDF soldiers should refuse orders that may be war crimes, Israeli ex-security adviser tells BBC",A former senior security official tells Fergal Keane that Israel might be committing war crimes in northern Gaza.,2024-10-24,Middle East,https://www.bbc.com/news/articles/cx24ngy9g70o,Middle East
"Israel strikes Lebanon's Tyre, close to site of ancient Roman ruins",Videos showed clouds of smoke rising from a central area near a Unesco-listed archaeological site.,2024-10-24,Middle East,https://www.bbc.com/news/articles/c5y387ne93po,Middle East
North Gaza polio vaccinations delayed due to strikes and displacement,"The final phase of the two-stage rollout to vaccinate 550,000 children had been due to begin on Wednesday.",2024-10-24,Middle East,https://www.bbc.com/news/articles/c3e8j5lv1ygo,Middle East
Hezbollah confirms death of Nasrallah's heir apparent,The armed group paid tribute to Hashem Safieddine as a “a great leader and a great martyr”.,2024-10-24,Middle East,https://www.bbc.com/news/articles/cm242380133o,Middle East
Palestinians fleeing Jabalia say bodies are left lying on streets,Displaced residents give harrowing accounts of the situation as an Israeli offensive continues.,2024-10-23,Middle East,https://www.bbc.com/news/articles/c7818g3n3lko,Middle East
'Everyone flew through the air': Survivors describe Israeli strike on Beirut that killed 18,"Lebanese tell BBC their residential building was brought down on top of them, killing 18 including children.",2024-10-23,Middle East,https://www.bbc.com/news/articles/cy898d4px8no,Middle East
Lebanon says 18 killed in Israeli strike near southern Beirut hospital,"The Israeli military says the strike, which destroyed several buildings, hit a Hezbollah target.",2024-10-22,Middle East,https://www.bbc.com/news/articles/c93p3g1v1z4o,Middle East
